1.26842847 0.62726276
1.41529689 0.749856013
1.47768797 0.88647688
1.69267583 0.904733077
2.02786342 0.848260474
2.05973187 0.936912803
1.91152339 0.923935964
2.02316552 0.920954807
2.04517213 0.939470311
2.04786021 1.03709455
2.19485845 1.14912886
2.36038206 1.17856378
2.1907441 1.22712415
2.3982681 1.05814324
2.15645496 1.09141355
2.2868309 1.13926302
2.28215691 1.19845168
2.27450848 1.17283251
2.25928028 1.1631127
2.38818442 1.16073842
2.21491917 1.17027686
2.37604819 1.25211048
2.3672995 1.26621519
2.31695904 1.20371911
2.18849307 1.25363009
2.29175029 1.30057596
2.3560763 1.2203308
2.52653148 1.11207054
2.52309187 1.19301041
2.40266945 1.14016374
2.40981886 1.15699055
2.39716487 1.19538639
2.49558637 1.33589388
2.45117702 1.37608279
2.3593617 1.26629363
2.35479781 1.2333954
2.45681862 1.20589614
2.45777949 1.25541759
2.52284543 1.18458577
2.36542456 1.34661999
2.43881778 1.35329798
2.17609304 1.3092723
2.22564846 1.36503374
2.29247552 1.42472452
2.33979263 1.36959014
2.20677738 1.35333713
2.3972954 1.41114922
2.5676045 1.44557658
2.56222101 1.42913473
2.55151994 1.28403508
2.48932109 1.25296768
2.62996491 1.26770745
2.39292295 1.3344269
2.59658727 1.2612469
2.65806269 1.32589681
2.711544 1.39870841
2.67639244 1.52584893
2.59575824 1.38444476
2.81969631 1.54855922
2.86855028 1.50568159
2.80424047 1.56058617
2.80603683 1.42390118
2.83131983 1.35006907
3.01193443 1.3979985
3.04387171 1.39042632
2.88811962 1.32030394
2.99943375 1.2589485
3.0209216 1.38230813
3.20415341 1.48430709
3.05288901 1.3912952
3.0496419 1.36621127
3.11784654 1.48862775
2.92350738 1.37025372
3.05492237 1.34670513
2.84157468 1.37897652
3.05370675 1.46956021
3.00033279 1.37501191
2.98236033 1.44526801
3.03492059 1.31583544
2.83451728 1.26432266
3.03589009 1.2604568
2.8837206 1.2624806
2.92023743 1.27443544
2.9961535 1.33527843
2.85436049 1.33801318
2.7995136 1.29472528
2.86017777 1.28917458
2.91161523 1.33319132
2.87784634 1.34792768
2.97179497 1.33947782
2.99114387 1.38829733
2.82787457 1.36810728
2.87170288 1.38486003
3.05663532 1.35248237
2.9200017 1.31759549
3.14797718 1.36359889
3.07803691 1.3081074
3.02377445 1.34241759
3.09467357 1.33949774
2.79563385 1.43798968
2.88118203 1.41416731
3.00026507 1.4046133
2.9768738 1.39485742
3.13435323 1.47010233
3.04468554 1.53580152
3.01620948 1.51176033
3.18884046 1.56088823
3.05916716 1.62015527
3.1768375 1.51866919
2.93953612 1.56504144
3.04612144 1.52418975
3.10937453 1.56710091
3.12910617 1.45933169
3.07606226 1.42128811
2.8252866 1.41357548
2.90545385 1.43827736
2.83365792 1.51665932
2.84832785 1.43559616
2.90499123 1.35440007
2.8581913 1.35059539
2.74949743 1.2764804
2.84795925 1.427339
2.92824355 1.3248507
2.90385617 1.36760917
2.92147151 1.28944896
2.76553644 1.17131319
2.97421283 1.23482802
3.17247574 1.23347381
3.15314919 1.31222828
2.9746665 1.20547249
2.93166196 1.26050781
2.9051323 1.27691803
2.9142165 1.24724985
2.898518 1.34173922
2.87609758 1.34746691
3.02639125 1.31424593
2.93452233 1.33119283
2.94944776 1.31528273
2.95573521 1.23884016
2.81477108 1.23366147
2.62882887 1.22937429
2.75722182 1.22232882
2.74151762 1.27205057
2.82346259 1.26274053
2.82264268 1.32856943
2.88667034 1.12499574
2.81193008 1.12502839
2.7393606 1.1549601
2.90739699 1.14906636
2.92931545 1.18497323
2.87865388 1.18870261
2.75966754 1.17305508
2.60615408 1.19577348
2.97477795 1.11058178
2.98684855 1.2294534
2.80646503 1.21886262
2.85815029 1.25412611
2.71691285 1.26140938
2.65103627 1.19935317
2.59447589 1.23579189
2.59012341 1.2535901
2.40477379 1.30909613
2.69820589 1.2908906
2.72005425 1.32132166
3.04257821 1.38681001
2.63571315 1.33114282
2.79058664 1.44739883
2.60115144 1.39089677
2.71588536 1.39143858
2.61425418 1.32715593
2.63439866 1.42140766
2.62314097 1.48289503
2.66758383 1.59165914
2.4769109 1.43082023
2.83268572 1.49448992
2.90148885 1.45318305
2.79742138 1.4562122
2.97217171 1.401036
2.71374304 1.35280921
2.72952765 1.34522746
2.76938281 1.41325156
2.77032068 1.42626227
2.83421534 1.4434703
2.9312728 1.3138465
2.79971126 1.23814376
2.69705006 1.17140529
2.85040089 1.38417089
2.68857735 1.28946933
2.69128091 1.36051593
2.58756623 1.38941009
2.8304833 1.52441749
3.02810782 1.52501694
2.90910044 1.40100004
2.63603086 1.36710685
2.67556828 1.34959993
2.71131736 1.26308181
2.9521408 1.33928793
2.90158332 1.238884
2.94203819 1.3531616
2.73327231 1.24545307
2.72468717 1.27938691
2.81607635 1.39967045
3.04139402 1.43346338
2.87665323 1.46785613
2.70780163 1.39441972
2.71027512 1.3894188
2.70847196 1.34320588
2.9134918 1.46460574
2.7722482 1.51055218
2.7279129 1.39102795
2.80438978 1.43544702
2.85440345 1.44647149
2.89113093 1.44044006
2.76467516 1.4303915
2.9905857 1.42916712
3.077432 1.43921641
2.968777 1.47052848
2.88046159 1.32246792
2.94281396 1.36880223
2.98496841 1.21754598
2.84386537 1.284069
2.82686859 1.31507513
2.47500406 1.24581043
2.84667385 1.35469677
2.82392837 1.32517986
2.9361958 1.42731602
2.8633475 1.35550929
2.86435206 1.35043366
2.77993861 1.32608146
2.72578292 1.28034357
2.62117453 1.34241559
2.70019514 1.39417047
2.81444068 1.39652196
2.62043329 1.55334788
2.72365195 1.52525353
2.58841454 1.54376864
2.67733346 1.64653093
2.75072177 1.70828326
2.47505228 1.4612308
2.48685492 1.51724792
2.69678921 1.58137561
2.60509424 1.71140533
2.5877343 1.59627024
2.63520075 1.59869823
2.93906348 1.58896511
2.97499195 1.53065301
2.8094604 1.63095932
2.70446772 1.53311288
2.67287426 1.57877304
2.78431678 1.62465322
2.88093567 1.67737781
2.89575211 1.6360795
2.76768518 1.61376056
2.90161617 1.62244253
2.69376709 1.58592398
2.72767529 1.53501128
2.86120041 1.51871246
2.90144741 1.52692552
2.90321305 1.53265705
2.9101773 1.5388468
2.93481361 1.38044893
2.99401612 1.36055819
2.94438026 1.42171195
2.91372925 1.33678262
2.76028351 1.36511736
2.75647802 1.36905758
2.5909146 1.28728431
2.54190474 1.2184635
2.71064144 1.20887275
2.59293655 1.30634733
2.59509321 1.29982649
2.53820255 1.327572
2.72659393 1.31844283
2.70863902 1.3219291
2.85998981 1.39220718
2.8576406 1.36601319
2.70040078 1.31204319
2.83988821 1.30867601
2.92278297 1.4484684
2.70157772 1.36737155
2.62884872 1.32649023
2.65655072 1.39996781
2.6597229 1.49087992
2.85914117 1.44744204
2.87105706 1.51377632
2.80913869 1.58039829
2.7296545 1.48179476
2.83089183 1.49969955
2.86960334 1.52405036
2.88884694 1.47125503
2.77753945 1.40352799
2.7606377 1.40561324
2.84170463 1.49536967
2.70938407 1.44256437
2.71433342 1.43660851
2.65392578 1.40689643
2.807682 1.39923185
2.85625154 1.4240852
2.81080752 1.48005907
